,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.08674272183738237,0.10165999076941794,0.17661033624491085,0.174913852531329,0.17634973799324458,0.16764141583023584,0.17085915166533455,0.16770287366525471,0.15854380730366177,0.14314339533188827,0.13805035092553633,0.13809249359128772,0.13494867502910116,0.12897989010648744,0.1286820417250591,0.13493631193389224,0.13743083269510328,0.12823293232461547,0.132180112612576,0.132180112612576,0.13065325671172437,0.07621753384032597
1,0.08674272183738237,0.0992306943068745,0.10642594175360118,0.11301037395697612,0.13218977599909776,0.12193790653984445,0.12433159752212213,0.14515278033497023,0.14969208111725507,0.13560898013121028,0.14824292209489692,0.1504995123732581,0.14818462010669906,0.14336588105945192,0.13817498105279336,0.14419793230839564,0.13992208838011932,0.13788682915897815,0.1375390621396742,0.1375390621396742,0.11696275797689404,0.05576757141869107
2,0.08674272183738237,0.09680457055382963,0.13364037384728575,0.12833990415274926,0.13150029952656817,0.11675899002780549,0.12128306088648248,0.1385364252015154,0.1305397732814641,0.12993398880059995,0.1297961060523499,0.13664791801655038,0.1284856217881279,0.12004039757701837,0.11446104630762188,0.11818625696698937,0.10984752348789172,0.10909805456473308,0.10611089795817981,0.10611089795817981,0.09444398398376734,0.03846118722449289
3,0.08674272183738237,0.10306547328890323,0.10191313722593803,0.09379767478821946,0.11490913230170104,0.10512855365416444,0.11257109866912446,0.1426233346633173,0.13377600722708274,0.13682267167550272,0.1266432565402602,0.14293981821787646,0.1390104756395025,0.1365511615042744,0.13287978954372404,0.13876070267213023,0.14710567867402224,0.14655021982460908,0.1465172125738895,0.1465172125738895,0.1323839552003332,0.06399589107286242
4,0.08674272183738237,0.09765637139515353,0.11845419823889511,0.14897134201125517,0.15019729795237174,0.16503112316401428,0.164940293772466,0.1788439925896099,0.17788786606693135,0.17338942623030235,0.16601480168155452,0.1742504145794354,0.17376902617231557,0.16677142274901746,0.1625849261908346,0.166696844763441,0.1635357827316822,0.16515113656423674,0.16825635491867147,0.16825635491867147,0.16022327840673717,0.08744510988485647
5,0.08674272183738237,0.10438088997786941,0.1629305341563349,0.16961929011372587,0.19015739249905755,0.18808097205692048,0.18739785273852144,0.19537738460846132,0.19131044965473668,0.18995053750542254,0.17752145230273045,0.187496971438404,0.18901999025048682,0.18117713131791882,0.17216588289526888,0.17397528379654909,0.16971658351935856,0.16582857380376262,0.17034892497047474,0.17034892497047474,0.1643477342364254,0.08215808210194117
6,0.08674272183738237,0.09774010167409487,0.13470071391177202,0.13352183224021275,0.1510692723065989,0.16693106062310664,0.16911287287862325,0.18061907901562757,0.1794779255551434,0.17106770383484757,0.15856383906970503,0.1611387640153579,0.15656824270415576,0.15054734446196458,0.15147927118226734,0.16170277159787294,0.15582482665040442,0.15610445397019707,0.1620163280239141,0.1620163280239141,0.15513300462795854,0.07278051917792318
7,0.08674272183738237,0.09990109035810837,0.1545766880522144,0.15950308459885026,0.174125532613984,0.17052129230337654,0.178016608565073,0.18053203627262998,0.17397547688483808,0.1620280130485544,0.15817984611883426,0.16146073075308498,0.158324118156644,0.1538625351324011,0.15058680142994024,0.1602488136411455,0.15927066524604955,0.1579120525527005,0.16123789112458065,0.16123789112458065,0.15791405987130855,0.08565339894573896
8,0.08674272183738237,0.09934914072340133,0.16245011255228461,0.15924309308390633,0.17569864254567327,0.16870346515068127,0.17938524043950335,0.1878647885023637,0.18911564871501738,0.19015764643479996,0.1807121936181205,0.18478937385326225,0.17529296756237792,0.16458886917059207,0.1614099216630885,0.16901095666395088,0.17126978705615298,0.16309591454727834,0.1655643579017871,0.1655643579017871,0.15538294095062274,0.07217284490850057
9,0.08674272183738237,0.09960028724790099,0.12022060599901417,0.13322895489524542,0.1638432795411681,0.16692405574408284,0.16904214106556228,0.17560565757273566,0.15814346220226513,0.1469953605086863,0.15064304181462077,0.1601684640398906,0.15625571253416654,0.16073127841359847,0.15656740381371934,0.1596070423884209,0.1521171320368471,0.14145667791525765,0.14602700817845116,0.14602700817845116,0.1310145029392872,0.05619048456491435
